job_id,requires_degree,has_soft_skills,soft_skill_type,urgency,tech_role
3903834929,False,False,none,medium,False
3900982984,False,True,leadership,medium,True
3904962001,False,True,analytical,medium,False
3885100364,False,True,communication,medium,False
3906224759,False,True,analytical,medium,False
3894879315,False,True,communication,medium,False
3901983483,False,True,leadership,medium,False
3901691990,False,True,communication,medium,False
3891069906,False,True,teamwork,medium,True
3895212081,False,True,analytical,medium,False
3887499801,True,False,none,medium,True
3887881075,True,True,communication,medium,False
3905254305,False,True,analytical,medium,False
3895547056,False,True,leadership,medium,False
3889116341,False,True,leadership,medium,False
3905667593,False,True,leadership,medium,False
3900067558,False,True,teamwork,medium,False
3904727045,False,False,none,medium,False
3888000710,True,False,none,medium,False
3901981690,False,True,leadership,medium,True
3904395308,False,True,leadership,medium,False
3901933949,False,True,communication,medium,True
3904382620,False,True,analytical,medium,True
3901938993,False,True,other,medium,False
3898172517,False,True,analytical,medium,False
3899527063,False,False,none,medium,False
3887882945,False,True,other,medium,False
3905340226,False,True,leadership,medium,False
3887468676,False,True,communication,medium,False
3895810527,False,False,none,medium,False
3884891469,False,True,leadership,medium,False
3898157747,False,True,analytical,medium,True
3904718569,False,False,none,medium,False
3903810257,False,True,teamwork,medium,False
3885833697,False,True,other,medium,False
3905333986,False,True,leadership,medium,False
3905367361,False,True,analytical,medium,False
3894294358,False,True,communication,medium,False
3889104172,False,True,communication,medium,False
3905358580,False,False,none,medium,False
3903840263,False,True,teamwork,medium,False
3901990041,False,True,analytical,medium,False
3904724738,False,True,analytical,medium,False
3905374337,False,False,none,medium,False
3884925377,False,True,leadership,medium,False
3904380790,True,True,leadership,medium,False
3905827078,False,True,teamwork,medium,True
3891078397,False,True,communication,medium,False
3901477484,True,True,communication,medium,False
3895530226,False,True,leadership,medium,False
3902845362,False,True,teamwork,medium,False
3902930481,False,True,teamwork,medium,False
3904391721,False,True,other,medium,False
3888002403,False,True,teamwork,medium,False
3904367473,False,True,teamwork,medium,False
3904097636,False,True,analytical,medium,False
3902332949,False,True,other,medium,True
3904947973,False,True,teamwork,low,False
3902860734,False,True,communication,medium,False
3906258329,False,True,communication,medium,False
3894546434,False,True,teamwork,medium,True
3889753963,False,True,other,medium,True
3898160134,False,True,communication,medium,False
3887935718,False,True,teamwork,medium,False
3902350686,True,True,teamwork,medium,True
3885104463,False,True,leadership,medium,False
3891090735,False,True,teamwork,medium,False
3904922623,True,True,communication,medium,False
3905688314,False,True,leadership,medium,False
3901655860,False,True,teamwork,medium,False
3905345736,False,True,analytical,medium,False
3905397421,False,False,none,medium,True
3888958581,False,True,analytical,medium,True
3904511137,False,False,none,medium,True
3905298850,False,True,communication,medium,False
3906252124,False,False,none,medium,True
3898165944,False,True,leadership,medium,False
3888415045,False,False,none,medium,False
3902945400,False,False,none,medium,True
3887904956,False,True,teamwork,medium,False
3905334247,False,False,none,medium,False
3903823464,False,False,none,medium,False
3895215622,False,True,other,medium,False
3904719610,False,True,analytical,medium,False
3902946435,False,True,communication,medium,False
3906255560,False,True,teamwork,medium,True
3889448292,False,True,leadership,medium,False
3901360489,False,True,teamwork,medium,False
3899531179,False,True,analytical,medium,True
3906247915,False,True,communication,medium,False
3903838954,False,True,teamwork,medium,False
3905303329,False,True,leadership,medium,False
3898156629,False,True,leadership,medium,True
3894288278,False,True,leadership,medium,True
3886463719,False,True,other,medium,False
3905289116,False,True,leadership,medium,False
3904391096,False,True,teamwork,medium,True
3903424962,False,True,leadership,medium,False
3904722519,False,True,teamwork,medium,False
3905273169,False,False,none,medium,False
3886453642,False,True,leadership,medium,False
3905261689,False,True,communication,medium,False
3898171213,False,True,analytical,medium,True
3894888835,False,False,none,medium,False
3906222679,False,True,teamwork,medium,False
3872015321,False,True,communication,medium,True
3886453725,False,True,other,medium,False
3903841801,False,False,none,medium,False
3900981513,False,True,teamwork,medium,False
3904723655,False,True,communication,medium,False
3889140638,False,True,teamwork,medium,True
3894541974,False,True,teamwork,medium,False
3902373002,False,True,analytical,medium,True
3899538709,False,False,none,medium,False
3905367340,False,True,leadership,medium,False
3905347357,False,True,teamwork,medium,False
3894899153,False,True,communication,medium,False
3905868461,False,True,communication,medium,True
3889448351,False,True,communication,medium,False
3905279512,False,True,teamwork,medium,False
3901353778,False,True,analytical,medium,False
3904923511,False,False,none,high,False
3894869744,False,True,communication,medium,False
3905831703,False,True,communication,medium,False
3889209988,False,True,leadership,medium,False
3905360623,False,True,other,medium,False
3903460762,False,True,teamwork,medium,False
3895275283,True,False,none,medium,False
3901393020,False,True,leadership,medium,False
3901680247,True,False,none,medium,False
3902318273,False,True,leadership,medium,False
3903814382,False,True,analytical,medium,False
3906256506,False,True,teamwork,medium,False
3905870186,False,True,communication,medium,False
3906258240,False,False,none,medium,False
3904391576,False,True,teamwork,medium,False
3903891708,False,True,analytical,medium,False
3888972863,False,True,communication,medium,False
3894895009,False,True,other,medium,False
3891007362,False,True,analytical,medium,True
3900098089,False,True,other,medium,True
3885822405,False,True,other,medium,False
3905687454,True,True,communication,medium,False
3902865758,False,True,communication,medium,False
3818311020,True,True,communication,medium,False
3901960632,False,True,other,medium,False
3894680225,False,True,teamwork,medium,False
3902731528,False,False,none,medium,False
3901979545,False,False,none,medium,False
3886479835,False,True,leadership,medium,False
3895803204,False,False,none,medium,False
3901671432,False,True,leadership,medium,False
3891044680,False,True,other,high,False
3905220750,False,False,none,medium,False
3891075522,False,True,leadership,medium,True
3901986131,False,True,communication,high,False
3888003658,False,True,teamwork,medium,False
3904392600,False,True,leadership,medium,False
3891277662,False,True,leadership,medium,False
3900945939,False,False,none,medium,False
3888965379,False,True,teamwork,medium,False
3902847361,False,False,none,medium,False
3902310072,False,True,other,medium,False
3885855683,False,True,other,medium,False
3906254764,False,True,leadership,medium,False
3888975623,False,True,leadership,medium,False
3904410038,False,True,analytical,medium,False
3905824343,False,True,analytical,medium,True
3905858511,False,False,none,medium,True
3895814513,False,True,communication,medium,False
3888951090,False,True,other,medium,True
3901343714,False,True,analytical,high,True
3903872918,False,True,leadership,medium,False
3889457765,False,True,communication,medium,False
3901987144,False,True,communication,medium,False
3895494172,False,True,analytical,medium,False
3904719824,False,True,analytical,medium,False
3905341226,True,True,analytical,medium,False
3902738127,False,True,communication,medium,False
3902736856,False,True,analytical,medium,True
3900942520,False,True,teamwork,medium,False
3887994418,False,True,analytical,medium,False
3901939671,False,True,analytical,medium,False
3905348446,False,True,communication,medium,False
3902359822,False,True,communication,medium,False
3904922588,False,True,analytical,medium,True
3902354814,False,True,communication,medium,False
3903476078,False,False,none,medium,False
3903837950,False,True,communication,medium,False
3884816403,False,True,communication,medium,False
3902309860,False,True,teamwork,medium,False
3891251869,False,True,leadership,medium,False
3895216764,False,True,teamwork,medium,True
3898169869,False,True,analytical,medium,True
3901946188,False,True,communication,medium,True
3902340499,False,True,leadership,medium,False
3889751820,False,True,communication,medium,False
3904092982,False,True,communication,medium,False
3901685546,False,True,leadership,medium,False
3905824247,False,True,communication,medium,False
3901941319,False,False,none,medium,False
3906073426,False,True,analytical,medium,False
3902929465,False,False,none,medium,False
3898167904,False,False,none,medium,False
3906261131,False,False,none,medium,False
3901945070,False,True,communication,medium,False
3894952136,False,True,communication,medium,False
3894211004,False,False,none,medium,False
3905857044,False,True,analytical,medium,False
3903450570,False,True,leadership,medium,True
3895214576,False,True,communication,medium,False
3889414951,False,True,analytical,medium,True
3891076933,False,True,communication,medium,False
3889117129,False,True,communication,medium,False
3894873832,False,False,none,medium,False
3905253755,False,True,teamwork,medium,False
3904967420,False,True,teamwork,medium,True
3903472706,False,True,leadership,medium,False
3904965583,False,True,communication,medium,False
3901987488,False,True,communication,medium,False
3887465715,False,False,none,medium,False
